n,t,maxE_SF,maxH_SF,W_total,W_phys,divE_TF,divH_TF
1,0.0125,1.598973524e-13,3.197947049e-13,nan,nan,nan,nan
2,0.025,2.995568823e-13,3.600384495e-13,nan,nan,nan,nan
3,0.0375,2.784025299e-13,2.097252373e-13,nan,nan,nan,nan
4,0.05,2.339014720e-13,2.814774599e-13,nan,nan,nan,nan
5,0.0625,2.560457903e-13,2.213869326e-13,nan,nan,nan,nan
6,0.075,2.019876817e-13,2.419877771e-13,nan,nan,nan,nan
7,0.0875,2.355182482e-13,2.250175203e-13,nan,nan,nan,nan
8,0.1,1.872821209e-13,2.410914188e-13,nan,nan,nan,nan
9,0.1125,2.195369084e-13,2.191213704e-13,nan,nan,nan,nan
10,0.125,1.917745905e-13,1.993245822e-13,nan,nan,nan,nan
11,0.1375,2.054498435e-13,2.111020684e-13,nan,nan,nan,nan
12,0.15,1.916329976e-13,1.858561122e-13,nan,nan,nan,nan
13,0.1625,1.942575569e-13,2.052908853e-13,nan,nan,nan,nan
14,0.175,1.955046300e-13,2.306476356e-13,nan,nan,nan,nan
15,0.1875,2.099198608e-13,1.952021599e-13,nan,nan,nan,nan
16,0.2,1.854311804e-13,1.977993851e-13,nan,nan,nan,nan
17,0.2125,1.881918446e-13,2.176503920e-13,nan,nan,nan,nan
18,0.225,1.953211181e-13,1.899523083e-13,nan,nan,nan,nan
19,0.2375,1.791169633e-13,2.163923568e-13,nan,nan,nan,nan
20,0.25,1.950919484e-13,2.438381322e-13,nan,nan,nan,nan
21,0.2625,2.155362251e-13,2.165393475e-13,nan,nan,nan,nan
22,0.275,1.930321882e-13,2.186757405e-13,nan,nan,nan,nan
23,0.2875,1.973563155e-13,2.367666495e-13,nan,nan,nan,nan
24,0.3,2.074589049e-13,2.203245158e-13,nan,nan,nan,nan
25,0.3125,2.025884329e-13,2.486097762e-13,nan,nan,nan,nan
26,0.325,2.157897153e-13,2.669383095e-13,nan,nan,nan,nan
27,0.3375,2.275040508e-13,2.587325811e-13,nan,nan,nan,nan
28,0.35,2.266242532e-13,2.666959334e-13,nan,nan,nan,nan
29,0.3625,2.489133184e-13,2.798335518e-13,nan,nan,nan,nan
30,0.375,2.647712235e-13,2.762903700e-13,nan,nan,nan,nan
31,0.3875,2.493174944e-13,2.819860511e-13,nan,nan,nan,nan
32,0.4,2.537380835e-13,2.915827517e-13,nan,nan,nan,nan
33,0.4125,2.655117363e-13,2.984939567e-13,nan,nan,nan,nan
34,0.425,2.576512818e-13,3.222972951e-13,nan,nan,nan,nan
35,0.4375,2.967745710e-13,3.374604953e-13,nan,nan,nan,nan
36,0.45,3.148764494e-13,3.236737387e-13,nan,nan,nan,nan
37,0.4625,2.893686501e-13,3.222034917e-13,nan,nan,nan,nan
38,0.475,2.992781613e-13,3.353032223e-13,nan,nan,nan,nan
39,0.4875,3.125333901e-13,3.290882227e-13,nan,nan,nan,nan
40,0.5,2.836244415e-13,3.650586772e-13,nan,nan,nan,nan
41,0.5125,3.356297522e-13,3.808058774e-13,nan,nan,nan,nan
42,0.525,3.550604404e-13,3.566893767e-13,nan,nan,nan,nan
43,0.5375,3.215228794e-13,3.605589128e-13,nan,nan,nan,nan
44,0.55,3.357774702e-13,3.736999294e-13,nan,nan,nan,nan
45,0.5625,3.500472494e-13,3.766031441e-13,nan,nan,nan,nan
46,0.575,3.127511682e-13,3.892244490e-13,nan,nan,nan,nan
47,0.5875,3.654736833e-13,4.041267991e-13,nan,nan,nan,nan
48,0.6,3.853624416e-13,4.044881541e-13,nan,nan,nan,nan
49,0.6125,3.480332952e-13,4.138062333e-13,nan,nan,nan,nan
50,0.625,3.641542496e-13,4.221790869e-13,nan,nan,nan,nan
51,0.6375,3.790067147e-13,4.291216954e-13,nan,nan,nan,nan
52,0.65,3.396014144e-13,4.351546133e-13,nan,nan,nan,nan
53,0.6625,3.902616730e-13,4.414665555e-13,nan,nan,nan,nan
54,0.675,4.097715165e-13,4.484217022e-13,nan,nan,nan,nan
55,0.6875,3.756776365e-13,4.552268262e-13,nan,nan,nan,nan
56,0.7,3.893069996e-13,4.603534385e-13,nan,nan,nan,nan
57,0.7125,4.044613526e-13,4.632211383e-13,nan,nan,nan,nan
58,0.725,3.709158897e-13,4.647569073e-13,nan,nan,nan,nan
59,0.7375,4.182701415e-13,4.668415957e-13,nan,nan,nan,nan
60,0.75,4.365941733e-13,4.700003358e-13,nan,nan,nan,nan
61,0.7625,4.146694109e-13,4.729642404e-13,nan,nan,nan,nan
62,0.775,4.200008805e-13,4.736550136e-13,nan,nan,nan,nan
63,0.7875,4.350315126e-13,4.713236068e-13,nan,nan,nan,nan
64,0.8,4.247234905e-13,4.674543255e-13,nan,nan,nan,nan
65,0.8125,4.602375852e-13,4.643555464e-13,nan,nan,nan,nan
66,0.825,4.766570318e-13,4.627769151e-13,nan,nan,nan,nan
67,0.8375,4.745751348e-13,4.610261952e-13,nan,nan,nan,nan
68,0.85,4.784273394e-13,4.566057948e-13,nan,nan,nan,nan
69,0.8625,4.934988889e-13,4.487715885e-13,nan,nan,nan,nan
70,0.875,5.096139313e-13,4.393964160e-13,nan,nan,nan,nan
71,0.8875,5.248530256e-13,4.328406850e-13,nan,nan,nan,nan
72,0.9,5.391233268e-13,4.248595637e-13,nan,nan,nan,nan
73,0.9125,5.594715149e-13,4.186051407e-13,nan,nan,nan,nan
74,0.925,5.905342166e-13,4.104015520e-13,nan,nan,nan,nan
75,0.9375,6.145463684e-13,4.018472429e-13,nan,nan,nan,nan
76,0.95,6.182233828e-13,3.955921180e-13,nan,nan,nan,nan
77,0.9625,6.152512738e-13,3.897410077e-13,nan,nan,nan,nan
78,0.975,6.340661149e-13,3.924884793e-13,nan,nan,nan,nan
79,0.9875,6.677620902e-13,4.463080567e-13,nan,nan,nan,nan
80,1,7.197524185e-13,4.814044431e-13,nan,nan,nan,nan
81,1.0125,7.500549943e-13,4.811779311e-13,nan,nan,nan,nan
82,1.025,7.451738461e-13,4.831173904e-13,nan,nan,nan,nan
83,1.0375,7.397920834e-13,5.181813083e-13,nan,nan,nan,nan
