n,t,maxE_SF,maxH_SF,W_total,W_phys,divE_TF,divH_TF
1,0.025,1.598712725e-13,3.197425449e-13,nan,nan,nan,nan
2,0.05,3.025163742e-13,3.683343252e-13,nan,nan,nan,nan
3,0.075,2.869255210e-13,2.111551461e-13,nan,nan,nan,nan
4,0.1,2.355751326e-13,2.866909642e-13,nan,nan,nan,nan
5,0.125,2.600219051e-13,2.333870042e-13,nan,nan,nan,nan
6,0.15,2.021980380e-13,2.447952659e-13,nan,nan,nan,nan
7,0.175,2.360858109e-13,2.315319538e-13,nan,nan,nan,nan
8,0.2,2.087148781e-13,2.789877499e-13,nan,nan,nan,nan
9,0.225,2.405874498e-13,2.229730207e-13,nan,nan,nan,nan
10,0.25,1.934296898e-13,2.325974851e-13,nan,nan,nan,nan
11,0.275,2.133443490e-13,2.503395234e-13,nan,nan,nan,nan
12,0.3,2.269204070e-13,2.296452599e-13,nan,nan,nan,nan
13,0.325,2.154524382e-13,2.716627111e-13,nan,nan,nan,nan
14,0.35,2.286554101e-13,2.995150862e-13,nan,nan,nan,nan
15,0.375,2.433894827e-13,2.987719461e-13,nan,nan,nan,nan
16,0.4,2.602107627e-13,3.313355921e-13,nan,nan,nan,nan
17,0.425,3.186903462e-13,3.572756532e-13,nan,nan,nan,nan
18,0.45,3.475326591e-13,3.373209413e-13,nan,nan,nan,nan
19,0.475,3.099161506e-13,3.345478329e-13,nan,nan,nan,nan
20,0.5,3.280767878e-13,3.530654127e-13,nan,nan,nan,nan
21,0.525,3.419198505e-13,3.504996657e-13,nan,nan,nan,nan
22,0.55,3.155167700e-13,4.122802061e-13,nan,nan,nan,nan
23,0.575,4.009849841e-13,4.331333695e-13,nan,nan,nan,nan
24,0.6,4.285149577e-13,4.044305623e-13,nan,nan,nan,nan
25,0.625,3.772035655e-13,4.228534582e-13,nan,nan,nan,nan
26,0.65,4.009612337e-13,4.381231453e-13,nan,nan,nan,nan
27,0.675,4.145786535e-13,4.477247658e-13,nan,nan,nan,nan
28,0.7,3.775049755e-13,4.538756095e-13,nan,nan,nan,nan
29,0.725,4.562849328e-13,4.602490385e-13,nan,nan,nan,nan
30,0.75,4.820547945e-13,4.689423051e-13,nan,nan,nan,nan
31,0.775,4.593484139e-13,4.763293894e-13,nan,nan,nan,nan
32,0.8,4.578229306e-13,4.760745052e-13,nan,nan,nan,nan
33,0.825,4.772813248e-13,4.659846051e-13,nan,nan,nan,nan
34,0.85,5.164422369e-13,4.509591123e-13,nan,nan,nan,nan
35,0.875,5.519144153e-13,4.384508813e-13,nan,nan,nan,nan
36,0.9,5.813183549e-13,4.305408373e-13,nan,nan,nan,nan
37,0.925,6.268612383e-13,4.221185678e-13,nan,nan,nan,nan
38,0.95,6.959454877e-13,4.605387710e-13,nan,nan,nan,nan
39,0.975,7.471747953e-13,4.770760845e-13,nan,nan,nan,nan
40,1,7.563456575e-13,4.842148828e-13,nan,nan,nan,nan
41,1.025,7.546861555e-13,5.338917629e-13,nan,nan,nan,nan
42,1.05,7.939127272e-13,6.463863801e-13,nan,nan,nan,nan
43,1.075,8.909703802e-13,7.770034287e-13,nan,nan,nan,nan
44,1.1,1.000654847e-12,8.630009576e-13,nan,nan,nan,nan
45,1.125,1.063322842e-12,8.947899889e-13,nan,nan,nan,nan
46,1.15,1.071885172e-12,9.245032801e-13,nan,nan,nan,nan
47,1.175,1.079260500e-12,1.005850169e-12,nan,nan,nan,nan
48,1.2,1.138402774e-12,1.136883125e-12,nan,nan,nan,nan
49,1.225,1.246384545e-12,1.270949572e-12,nan,nan,nan,nan
50,1.25,1.355441655e-12,1.368804477e-12,nan,nan,nan,nan
51,1.275,1.431434221e-12,1.437321746e-12,nan,nan,nan,nan
52,1.3,1.487271726e-12,1.513928342e-12,nan,nan,nan,nan
53,1.325,1.558624996e-12,1.615239251e-12,nan,nan,nan,nan
54,1.35,1.653835315e-12,1.725914125e-12,nan,nan,nan,nan
55,1.375,1.754073301e-12,1.830889750e-12,nan,nan,nan,nan
56,1.4,1.852381118e-12,1.933919645e-12,nan,nan,nan,nan
57,1.425,1.961630201e-12,2.050604883e-12,nan,nan,nan,nan
58,1.45,2.101210012e-12,2.180684124e-12,nan,nan,nan,nan
59,1.475,2.261436970e-12,2.298184107e-12,nan,nan,nan,nan
60,1.5,2.404244273e-12,2.386581566e-12,nan,nan,nan,nan
61,1.525,2.516055503e-12,2.470909152e-12,nan,nan,nan,nan
62,1.55,2.630111692e-12,2.591569219e-12,nan,nan,nan,nan
63,1.575,2.793547901e-12,2.760570097e-12,nan,nan,nan,nan
64,1.6,3.012897622e-12,2.941525542e-12,nan,nan,nan,nan
65,1.625,3.243987763e-12,3.087516235e-12,nan,nan,nan,nan
66,1.65,3.440666184e-12,3.195772271e-12,nan,nan,nan,nan
67,1.675,3.605871747e-12,3.313085532e-12,nan,nan,nan,nan
68,1.7,3.785941550e-12,3.484782914e-12,nan,nan,nan,nan
69,1.725,4.017495704e-12,3.707278441e-12,nan,nan,nan,nan
70,1.75,4.290896259e-12,3.938175511e-12,nan,nan,nan,nan
71,1.775,4.569755971e-12,4.147800458e-12,nan,nan,nan,nan
72,1.8,4.836539026e-12,4.349912077e-12,nan,nan,nan,nan
73,1.825,5.107301781e-12,4.579959520e-12,nan,nan,nan,nan
74,1.85,5.403546331e-12,4.846345700e-12,nan,nan,nan,nan
75,1.875,5.724027543e-12,5.134410855e-12,nan,nan,nan,nan
76,1.9,6.053950820e-12,5.433685625e-12,nan,nan,nan,nan
77,1.925,6.394758210e-12,5.756382809e-12,nan,nan,nan,nan
78,1.95,6.769156359e-12,6.118576853e-12,nan,nan,nan,nan
79,1.975,7.191176112e-12,6.511974649e-12,nan,nan,nan,nan
80,2,7.641827770e-12,6.909309413e-12,nan,nan,nan,nan
81,2.025,8.087644095e-12,7.301078912e-12,nan,nan,nan,nan
82,2.05,8.523695175e-12,7.715788634e-12,nan,nan,nan,nan
83,2.075,8.986874215e-12,8.192568424e-12,nan,nan,nan,nan
84,2.1,9.518558472e-12,8.735549873e-12,nan,nan,nan,nan
85,2.125,1.011867090e-11,9.306189426e-12,nan,nan,nan,nan
86,2.15,1.074626346e-11,9.865965259e-12,nan,nan,nan,nan
87,2.175,1.136683441e-11,1.042037682e-11,nan,nan,nan,nan
88,2.2,1.199087612e-11,1.101266516e-11,nan,nan,nan,nan
89,2.225,1.265999812e-11,1.167579167e-11,nan,nan,nan,nan
90,2.25,1.340048200e-11,1.239982874e-11,nan,nan,nan,nan
91,2.275,1.420139308e-11,1.315036408e-11,nan,nan,nan,nan
92,2.3,1.503663709e-11,1.391106321e-11,nan,nan,nan,nan
93,2.325,1.589706729e-11,1.469822624e-11,nan,nan,nan,nan
94,2.35,1.680032334e-11,1.553505097e-11,nan,nan,nan,nan
95,2.375,1.776228130e-11,1.642397328e-11,nan,nan,nan,nan
96,2.4,1.877829940e-11,1.735266553e-11,nan,nan,nan,nan
97,2.425,1.983810860e-11,1.832084509e-11,nan,nan,nan,nan
98,2.45,2.095091815e-11,1.934727152e-11,nan,nan,nan,nan
99,2.475,2.214230078e-11,2.044549742e-11,nan,nan,nan,nan
100,2.5,2.342351662e-11,2.160246910e-11,nan,nan,nan,nan
101,2.525,2.477446966e-11,2.279332046e-11,nan,nan,nan,nan
102,2.55,2.616750689e-11,2.401769601e-11,nan,nan,nan,nan
103,2.575,2.760635403e-11,2.531076525e-11,nan,nan,nan,nan
104,2.6,2.913119149e-11,2.671044872e-11,nan,nan,nan,nan
105,2.625,3.077994318e-11,2.821766648e-11,nan,nan,nan,nan
106,2.65,3.255013415e-11,2.979813999e-11,nan,nan,nan,nan
107,2.675,3.440677462e-11,3.142542159e-11,nan,nan,nan,nan
108,2.7,3.632701744e-11,3.311502191e-11,nan,nan,nan,nan
109,2.725,3.832901468e-11,3.491043357e-11,nan,nan,nan,nan
110,2.75,4.045319028e-11,3.683966264e-11,nan,nan,nan,nan
111,2.775,4.272176758e-11,3.889411163e-11,nan,nan,nan,nan
112,2.8,4.512531819e-11,4.105117079e-11,nan,nan,nan,nan
113,2.825,4.764775175e-11,4.330837989e-11,nan,nan,nan,nan
114,2.85,5.029371009e-11,4.568732590e-11,nan,nan,nan,nan
115,2.875,5.308430195e-11,4.820795316e-11,nan,nan,nan,nan
116,2.9,5.603197971e-11,5.087115392e-11,nan,nan,nan,nan
117,2.925,5.913216935e-11,5.367226296e-11,nan,nan,nan,nan
118,2.95,6.238366674e-11,5.662368335e-11,nan,nan,nan,nan
119,2.975,6.580800019e-11,5.975201267e-11,nan,nan,nan,nan
120,3,6.943738321e-11,6.307093556e-11,nan,nan,nan,nan
121,3.025,7.328352112e-11,6.656707935e-11,nan,nan,nan,nan
122,3.05,7.732865771e-11,7.022219456e-11,nan,nan,nan,nan
123,3.075,8.155504367e-11,7.404730278e-11,nan,nan,nan,nan
124,3.1,8.597956472e-11,7.808516165e-11,nan,nan,nan,nan
